schema_name,routine_name,identity_arguments,routine_kind,result_type,language,volatility,security_definer,leakproof,strict,runtime_config,owner,acl
realtime,apply_rls,"wal jsonb, max_record_bytes integer",function,SETOF realtime.wal_rls,plpgsql,v,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,broadcast_changes,"topic_name text, event_name text, operation text, table_name text, table_schema text, new record, old record, level text",function,void,plpgsql,v,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin}"
realtime,build_prepared_statement_sql,"prepared_statement_name text, entity regclass, columns realtime.wal_column[]",function,text,sql,v,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,cast,"val text, type_ regtype",function,jsonb,plpgsql,i,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,check_equality_op,"op realtime.equality_op, type_ regtype, val_1 text, val_2 text",function,boolean,plpgsql,i,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,check_equality_op,"op realtime.equality_op, type_ regtype, val_1 text, val_2 text, negate boolean",function,boolean,plpgsql,s,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,is_visible_through_filters,"columns realtime.wal_column[], filters realtime.user_defined_filter[]",function,boolean,sql,s,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,list_changes,"publication name, slot_name name, max_changes integer, max_record_bytes integer",function,"TABLE(wal jsonb, is_rls_enabled boolean, subscription_ids uuid[], errors text[], slot_changes_count bigint)",sql,v,f,f,f,{log_min_messages=fatal},supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin}"
realtime,quote_wal2json,entity regclass,function,text,sql,i,f,f,t,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,send,"payload jsonb, event text, topic text, private boolean",function,void,plpgsql,v,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin}"
realtime,send_binary,"payload bytea, event text, topic text, private boolean",function,void,plpgsql,v,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin}"
realtime,subscription_check_filters,,function,trigger,plpgsql,v,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,to_regrole,role_name text,function,regrole,sql,i,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin,anon=X/supabase_realtime_admin,authenticated=X/supabase_realtime_admin,service_role=X/supabase_realtime_admin}"
realtime,topic,,function,text,sql,s,f,f,f,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin}"
realtime,wal2json_escape_identifier,name text,function,text,sql,i,f,f,t,,supabase_realtime_admin,"{=X/supabase_realtime_admin,supabase_realtime_admin=X/supabase_realtime_admin,postgres=X/supabase_realtime_admin,dashboard_user=X/supabase_realtime_admin}"
storage,allow_any_operation,expected_operations text[],function,boolean,sql,s,f,f,f,,supabase_storage_admin,
storage,allow_only_operation,expected_operation text,function,boolean,sql,s,f,f,f,,supabase_storage_admin,
storage,can_insert_object,"bucketid text, name text, owner uuid, metadata jsonb",function,void,plpgsql,v,f,f,f,,supabase_storage_admin,
storage,enforce_bucket_name_length,,function,trigger,plpgsql,v,f,f,f,,supabase_storage_admin,
storage,extension,name text,function,text,plpgsql,i,f,f,f,,supabase_storage_admin,
storage,filename,name text,function,text,plpgsql,v,f,f,f,,supabase_storage_admin,
storage,foldername,name text,function,text[],plpgsql,i,f,f,f,,supabase_storage_admin,
storage,get_common_prefix,"p_key text, p_prefix text, p_delimiter text",function,text,sql,i,f,f,f,,supabase_storage_admin,
storage,get_size_by_bucket,,function,"TABLE(size bigint, bucket_id text)",plpgsql,s,f,f,f,,supabase_storage_admin,
storage,list_multipart_uploads_with_delimiter,"bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text",function,"TABLE(key text, id text, created_at timestamp with time zone)",plpgsql,v,f,f,f,,supabase_storage_admin,
storage,list_objects_with_delimiter,"_bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text",function,"TABLE(name text, id uuid, metadata jsonb, updated_at timestamp with time zone, created_at timestamp with time zone, last_accessed_at timestamp with time zone)",plpgsql,s,f,f,f,,supabase_storage_admin,
storage,operation,,function,text,plpgsql,s,f,f,f,,supabase_storage_admin,
storage,protect_delete,,function,trigger,plpgsql,v,f,f,f,,supabase_storage_admin,
storage,search,"prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text",function,"TABLE(name text, id uuid, updated_at timestamp with time zone, created_at timestamp with time zone, last_accessed_at timestamp with time zone, metadata jsonb)",plpgsql,s,f,f,f,,supabase_storage_admin,
storage,search_by_timestamp,"p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text",function,"TABLE(key text, name text, id uuid, updated_at timestamp with time zone, created_at timestamp with time zone, last_accessed_at timestamp with time zone, metadata jsonb)",plpgsql,s,f,f,f,,supabase_storage_admin,
storage,search_v2,"prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text",function,"TABLE(key text, name text, id uuid, updated_at timestamp with time zone, created_at timestamp with time zone, last_accessed_at timestamp with time zone, metadata jsonb)",plpgsql,s,f,f,f,,supabase_storage_admin,
storage,update_updated_at_column,,function,trigger,plpgsql,v,f,f,f,,supabase_storage_admin,
synaura_private,is_conversation_member,target_conversation_id text,function,boolean,sql,s,t,f,f,"{""search_path=\""\""""}",postgres,"{postgres=X/postgres,authenticated=X/postgres}"
